business_id,state,district,treatment,sector,business_age_years,owner_education,loan_access_baseline,employees_baseline,baseline_revenue_inr,endline_revenue_inr,survey_date,endline_revenue_missing,revenue_growth_rate,log_baseline_revenue,log_endline_revenue,edu_No formal education,edu_Primary,edu_Secondary,edu_Unknown,state_Gujarat,state_Maharashtra,state_Rajasthan,state_Uttar Pradesh
MSME0152,Gujarat,Rajkot,1,Manufacturing,10,No formal education,0,11.0,18427.81,19304.01,,0,0.04754770100190945,9.821616215605433,9.868068125332085,True,False,False,False,True,False,False,False
MSME0153,Maharashtra,Nashik,1,Retail,8,Graduate,1,9.0,41739.99,43910.33,,0,0.05199665836048365,10.63921494105282,10.689904878899876,False,False,False,False,False,True,False,False
MSME0154,Bihar,Gaya,1,Retail,15,Primary,0,7.0,44204.73,43399.41,,0,-0.018217959933246954,10.696587075914906,10.678201125526044,False,True,False,False,False,False,False,False
MSME0155,Gujarat,Vadodara,1,Manufacturing,10,Secondary,0,4.0,18231.26,22921.54,,0,0.257265817063659,9.810892982124622,10.03983235879839,False,False,True,False,True,False,False,False
MSME0156,Bihar,Muzaffarpur,0,Retail,1,Primary,1,12.0,17955.12,13945.24,,0,-0.22332794211344728,9.795630590012953,9.542893510383193,False,True,False,False,False,False,False,False
MSME0157,Maharashtra,Nagpur,1,Services,18,Unknown,1,1.0,78414.14,94577.8,,0,0.20613195528255496,11.269759547218962,11.457178055195676,False,False,False,True,False,True,False,False
MSME0158,Maharashtra,Nagpur,1,Agri-Processing,2,Secondary,0,8.0,34811.81,36558.41,,0,0.0501726281971551,10.457711976006426,10.50666653446919,False,False,True,False,False,True,False,False
MSME0159,Bihar,Patna,1,Manufacturing,19,Secondary,1,7.0,19441.86,21212.49,,0,0.09107307634146121,9.87518375244983,9.962345438122217,False,False,True,False,False,False,False,False
MSME0160,Rajasthan,Ajmer,0,Manufacturing,13,Secondary,0,2.0,27000.08,24575.5,,0,-0.08979899318816839,10.20359510794504,10.109505290688352,False,False,True,False,False,False,True,False
MSME0161,Uttar Pradesh,Agra,1,Manufacturing,1,Secondary,0,8.0,16179.9,21297.18,,0,0.3162738953887231,9.691525010123668,9.966329948566411,False,False,True,False,False,False,False,True
MSME0162,Rajasthan,Jodhpur,1,Retail,2,Graduate,1,12.0,34415.18,39642.03,2023-03-16,0,0.15187629412369769,10.446253025096283,10.587645198030774,False,False,False,False,False,False,True,False
MSME0163,Rajasthan,Ajmer,0,Agri-Processing,16,Graduate,1,5.0,70636.53,76219.48,,0,0.07903771603729681,11.165302711760996,11.241372352048241,False,False,False,False,False,False,True,False
MSME0164,Rajasthan,Jaipur,1,Manufacturing,15,Secondary,1,7.0,35520.44,46160.96,2023-06-26,0,0.29956047841749694,10.47786358441677,10.739889698192759,False,False,True,False,False,False,True,False
MSME0165,Gujarat,Surat,0,Manufacturing,13,No formal education,0,4.0,240603.77,244535.37,,0,0.016340558587257407,12.390906751560388,12.40711524001113,True,False,False,False,True,False,False,False
MSME0166,Maharashtra,Pune,0,Services,16,No formal education,0,5.0,50873.0,44790.51,,0,-0.11956224323314918,10.837087609932846,10.709751565606714,True,False,False,False,False,True,False,False
MSME0167,Rajasthan,Ajmer,0,Manufacturing,17,Primary,0,8.0,43650.22,42687.11,,0,-0.022064264510007064,10.683963601346685,10.661652280107429,False,True,False,False,False,False,True,False
MSME0169,Bihar,Muzaffarpur,0,Retail,17,Primary,0,1.0,30006.62,28495.77,,0,-0.05035055597731429,10.30917330296765,10.257510934188616,False,True,False,False,False,False,False,False
MSME0170,Uttar Pradesh,Agra,0,Services,7,Primary,1,4.0,19473.09,,,1,,9.876788791474906,,False,True,False,False,False,False,False,True
MSME0171,Bihar,Muzaffarpur,0,Agri-Processing,13,Graduate,0,3.0,6421.99,6335.84,2023-06-04,0,-0.013414844931243997,8.767483317500941,8.75397768065016,False,False,False,False,False,False,False,False
MSME0172,Bihar,Patna,0,Services,5,Graduate,1,13.0,79174.52,82437.37,,0,0.04121085925118322,11.27940980886873,11.31979413250619,False,False,False,False,False,False,False,False
MSME0173,Gujarat,Vadodara,1,Agri-Processing,17,Graduate,1,10.0,24121.03,29285.11,,0,0.21409036015460375,10.09083935308028,10.284834474706004,False,False,False,False,True,False,False,False
MSME0174,Uttar Pradesh,Lucknow,1,Retail,3,Primary,0,12.0,19765.24,22425.11,,0,0.13457311927403862,9.891680118333513,10.017936592154655,False,True,False,False,False,False,False,True
MSME0175,Bihar,Muzaffarpur,1,Manufacturing,7,Unknown,1,2.0,42978.53,51419.47,2023-03-03,0,0.19639899270635833,10.668455967657204,10.847772173493325,False,False,False,True,False,False,False,False
MSME0176,Bihar,Patna,1,Services,17,Primary,1,12.0,54720.83,59471.89,,0,0.08682360994889876,10.909999720310052,10.993259042925422,False,True,False,False,False,False,False,False
MSME0177,Uttar Pradesh,Agra,1,Manufacturing,7,No formal education,0,3.0,28095.93,36558.42,2022-08-26,0,0.30119985350191286,10.243380004973881,10.506666808004024,True,False,False,False,False,False,False,True
MSME0178,Uttar Pradesh,Agra,1,Manufacturing,1,No formal education,0,11.0,36240.0,39319.17,,0,0.08496605960264896,10.497918760156915,10.57946746518785,True,False,False,False,False,False,False,True
MSME0179,Bihar,Patna,1,Retail,17,Primary,0,11.0,65969.64,84947.55,2023-11-24,0,0.28767642206324007,11.096949915176106,11.349789286189775,False,True,False,False,False,False,False,False
MSME0180,Uttar Pradesh,Agra,0,Retail,17,Primary,0,14.0,27223.75,23205.34,,0,-0.147606777170669,10.211845033064819,10.052137703582588,False,True,False,False,False,False,False,True
MSME0182,Bihar,Muzaffarpur,1,Retail,3,No formal education,0,1.0,9629.67,10707.59,,0,0.11193737687792002,9.17260423629224,9.278708114777572,True,False,False,False,False,False,False,False
MSME0183,Gujarat,Vadodara,1,Services,15,Secondary,1,1.0,13452.83,15902.38,,0,0.18208436440511025,9.506944771819066,9.674224062541152,False,False,True,False,True,False,False,False
MSME0184,Rajasthan,Jodhpur,0,Retail,11,Secondary,1,6.0,58949.23,64029.57,,0,0.08618161763945002,10.98443184396333,11.067100286888236,False,False,True,False,False,False,True,False
MSME0185,Bihar,Muzaffarpur,1,Retail,16,Primary,0,5.0,12902.2,12983.74,,0,0.006319852428267974,9.46515311844468,9.471453084348214,False,True,False,False,False,False,False,False
MSME0186,Maharashtra,Pune,0,Manufacturing,9,Primary,1,8.0,43796.54,38943.96,,0,-0.11079825027273847,10.687310097810444,10.569878968670867,False,True,False,False,False,True,False,False
MSME0187,Rajasthan,Jodhpur,1,Manufacturing,1,Primary,0,2.0,32286.39,31924.15,2022-09-24,0,-0.011219588191804596,10.382401058183637,10.371118055644176,False,True,False,False,False,False,True,False
MSME0188,Rajasthan,Jaipur,1,Agri-Processing,16,Secondary,0,4.0,27130.84,35319.5,2023-06-07,0,0.30182110100535037,10.208426367208311,10.472190498332305,False,False,True,False,False,False,True,False
MSME0189,Rajasthan,Jodhpur,0,Manufacturing,9,Unknown,1,8.0,18717.79,19274.84,,0,0.02976045783182733,9.837229687506921,9.866555897489166,False,False,False,True,False,False,True,False
MSME0190,Gujarat,Rajkot,1,Retail,19,No formal education,0,12.0,75167.33,77068.86,,0,0.025297293385304478,11.227471974051525,11.252454586914878,True,False,False,False,True,False,False,False
MSME0191,Bihar,Muzaffarpur,0,Services,12,No formal education,0,6.0,144916.49,138495.31,,0,-0.044309519227245936,11.883912924456245,11.838591741220288,True,False,False,False,False,False,False,False
MSME0192,Gujarat,Vadodara,0,Manufacturing,19,Secondary,0,1.0,46173.15,51629.71,,0,0.11817603953812979,10.740153739294596,10.851852560968515,False,False,True,False,True,False,False,False
MSME0194,Gujarat,Vadodara,0,Manufacturing,7,Primary,1,1.0,21039.05,20329.64,2022-09-18,0,-0.03371872779426827,9.954135513741004,9.919835198644654,False,True,False,False,True,False,False,False
MSME0195,Gujarat,Rajkot,0,Agri-Processing,14,Unknown,0,13.0,13948.43,12858.64,,0,-0.07812994007210854,9.543122236113003,9.461771237922406,False,False,False,True,True,False,False,False
MSME0196,Maharashtra,Pune,1,Manufacturing,19,Secondary,0,2.0,35179.15,36309.31,,0,0.03212584727032905,10.468208856544285,10.499829461198352,False,False,True,False,False,True,False,False
MSME0197,Gujarat,Rajkot,0,Retail,19,Graduate,0,7.0,16663.9,18635.78,2023-06-12,0,0.11833244318556864,9.720999981962649,9.832838667758613,False,False,False,False,True,False,False,False
MSME0198,Uttar Pradesh,Lucknow,1,Retail,2,Graduate,1,14.0,8794.76,11806.96,2022-03-19,0,0.3424993973684329,9.081911368567377,9.376444467080587,False,False,False,False,False,False,False,True
MSME0199,Maharashtra,Nashik,0,Retail,9,Secondary,0,8.0,69061.77,62257.85,,0,-0.09851934000533154,11.142756600502597,11.03903991079413,False,False,True,False,False,True,False,False
MSME0200,Gujarat,Surat,0,Manufacturing,13,Secondary,0,8.0,71806.73,81895.16,2023-10-13,0,0.14049421272908552,11.18173348323422,11.3131951716358,False,False,True,False,True,False,False,False
MSME0201,Rajasthan,Ajmer,1,Manufacturing,15,Graduate,0,11.0,18268.42,19984.74,2022-12-26,0,0.09395010624892594,9.812929165063153,9.902724261303478,False,False,False,False,False,False,True,False
MSME0202,Uttar Pradesh,Lucknow,0,Retail,3,Unknown,0,7.0,44142.2,46497.84,,0,0.053364807372536925,10.695171519982368,10.747161138883635,False,False,False,True,False,False,False,True
MSME0203,Uttar Pradesh,Kanpur,0,Agri-Processing,11,Primary,1,11.0,80947.96,92363.36,2023-11-12,0,0.14102146613700942,11.30156175804704,11.433485642191734,False,True,False,False,False,False,False,True
MSME0204,Uttar Pradesh,Kanpur,0,Services,14,No formal education,1,13.0,42788.36,42167.6,,0,-0.01450768386542513,10.664021381964528,10.649407432623992,True,False,False,False,False,False,False,True
MSME0205,Maharashtra,Pune,0,Manufacturing,8,Graduate,0,4.0,13981.3,13522.8,,0,-0.03279380315135216,9.545476001450194,9.512132428746304,False,False,False,False,False,True,False,False
MSME0206,Gujarat,Rajkot,0,Services,18,Graduate,1,10.0,30142.31,,,1,,10.31368511157938,,False,False,False,False,True,False,False,False
MSME0207,Gujarat,Surat,1,Retail,19,No formal education,0,11.0,104971.85,107318.54,2022-08-04,0,0.022355421953599824,11.561447497957612,11.583556700272592,True,False,False,False,True,False,False,False
MSME0208,Rajasthan,Ajmer,0,Manufacturing,16,Secondary,1,14.0,44250.47,49326.27,,0,0.11470612628521223,10.697621271848595,10.806212078151852,False,False,True,False,False,False,True,False
MSME0209,Rajasthan,Jodhpur,1,Services,2,Primary,1,6.0,55899.22,65202.14,,0,0.1664230735241028,10.931305705557468,11.085247569462002,False,True,False,False,False,False,True,False
MSME0210,Uttar Pradesh,Agra,1,Services,8,No formal education,0,11.0,47729.43,51717.63,2023-08-04,0,0.08355850886968474,10.773303467753902,10.853554008169965,True,False,False,False,False,False,False,True
MSME0211,Rajasthan,Jodhpur,0,Services,6,Graduate,1,11.0,18317.11,17210.45,,0,-0.06041673604624309,9.815590874692406,9.753272036452355,False,False,False,False,False,False,True,False
MSME0212,Maharashtra,Nashik,1,Retail,12,Primary,1,10.0,22099.8,21898.73,,0,-0.009098272382555485,10.00332383769114,9.994183923255477,False,True,False,False,False,True,False,False
MSME0213,Gujarat,Rajkot,1,Agri-Processing,15,No formal education,0,3.0,47624.0,51831.11,,0,0.08834012262724678,10.771092114833227,10.855745827122671,True,False,False,False,True,False,False,False
MSME0214,Uttar Pradesh,Agra,1,Retail,8,Secondary,0,2.0,69807.55,78159.02,2023-06-01,0,0.11963562680541003,11.153497449090036,11.266500748255254,False,False,True,False,False,False,False,True
MSME0215,Rajasthan,Jaipur,1,Agri-Processing,4,Secondary,0,6.0,87546.38,89993.41,,0,0.02795124138770785,11.379923989057898,11.407491724409303,False,False,True,False,False,False,True,False
MSME0216,Maharashtra,Pune,0,Agri-Processing,15,No formal education,1,11.0,18279.14,18196.03,,0,-0.0045467128103401245,9.813515797949586,9.808958717402538,True,False,False,False,False,True,False,False
MSME0217,Maharashtra,Nagpur,1,Retail,17,Secondary,1,13.0,51353.91,61849.91,,0,0.20438560569195216,10.846496356566945,11.032465922686187,False,False,True,False,False,True,False,False
MSME0218,Rajasthan,Jodhpur,0,Services,13,Unknown,1,5.0,93867.11,91863.3,,0,-0.0213473068468817,11.449635337598124,11.428056881467052,False,False,False,True,False,False,True,False
MSME0220,Rajasthan,Jodhpur,0,Manufacturing,2,No formal education,0,10.0,119300.13,109670.94,,0,-0.08071399419262998,11.689397697775272,11.605239706885571,True,False,False,False,False,False,True,False
MSME0221,Uttar Pradesh,Lucknow,1,Manufacturing,13,Secondary,1,5.0,134746.79,170507.11,,0,0.26538903078878523,11.811152666595104,12.046532275716016,False,False,True,False,False,False,False,True
MSME0222,Rajasthan,Ajmer,1,Manufacturing,13,Primary,1,10.0,296579.05,345220.59,,0,0.16400868503692367,12.600069072340977,12.751938882994315,False,True,False,False,False,False,True,False
MSME0223,Maharashtra,Nagpur,0,Agri-Processing,15,Graduate,0,13.0,43684.42,50434.78,2023-07-14,0,0.1545255722749667,10.684746795775567,10.828436295429258,False,False,False,False,False,True,False,False
MSME0224,Rajasthan,Jodhpur,0,Services,10,Graduate,0,5.0,43876.75,54469.55,,0,0.24142170967539764,10.689139846012626,10.905397108915285,False,False,False,False,False,False,True,False
MSME0225,Gujarat,Surat,1,Manufacturing,3,Unknown,1,10.0,70375.15,77125.68,,0,0.09592206908262361,11.16159549687844,11.253191578024575,False,False,False,True,True,False,False,False
MSME0226,Bihar,Gaya,1,Services,19,Primary,0,12.0,68750.7,75670.98,2022-10-02,0,0.10065759330450452,11.138242197295165,11.234150010576027,False,True,False,False,False,False,False,False
MSME0227,Rajasthan,Jodhpur,1,Agri-Processing,3,Graduate,1,5.0,89419.45,100300.2,2022-03-24,0,0.12168213962398561,11.401093499019783,11.515922967965984,False,False,False,False,False,False,True,False
MSME0228,Gujarat,Rajkot,1,Retail,14,Primary,0,3.0,67997.52,82855.37,2022-08-18,0,0.21850576315136186,11.12722651290494,11.324851836686655,False,True,False,False,True,False,False,False
MSME0230,Maharashtra,Nashik,1,Retail,4,No formal education,1,6.0,96528.9,103761.52,,0,0.07492699077685554,11.47759772435662,11.549850468073467,True,False,False,False,False,True,False,False
MSME0231,Gujarat,Surat,1,Services,11,No formal education,0,4.0,15413.46,18401.26,,0,0.1938435627042857,9.642996432637462,9.820174419513418,True,False,False,False,True,False,False,False
MSME0232,Gujarat,Vadodara,1,Retail,11,Secondary,0,2.0,36485.93,41388.48,2023-06-07,0,0.1343682345495922,10.504681985802225,10.6307578602221,False,False,True,False,True,False,False,False
MSME0233,Gujarat,Rajkot,1,Retail,11,Primary,0,12.0,126878.92,154929.63,,0,0.22108250921429665,11.750988524852625,11.950726292812181,False,True,False,False,True,False,False,False
MSME0234,Gujarat,Surat,1,Manufacturing,2,Primary,1,9.0,13357.09,17679.28,,0,0.32358769761976586,9.499802608994385,9.78014861138049,False,True,False,False,True,False,False,False
MSME0235,Uttar Pradesh,Kanpur,1,Services,17,Secondary,0,1.0,21120.92,23705.33,2022-11-08,0,0.12236256753967174,9.958019297477522,10.07345519635301,False,False,True,False,False,False,False,True
MSME0236,Uttar Pradesh,Lucknow,1,Manufacturing,9,Primary,1,13.0,62155.7,59543.0,,0,-0.04203476109190303,11.03739780632956,10.994454019595349,False,True,False,False,False,False,False,True
MSME0237,Maharashtra,Nagpur,1,Retail,2,Secondary,0,13.0,49768.1,61490.92,2023-10-23,0,0.235548875685429,10.815129495516096,11.026644800617992,False,False,True,False,False,True,False,False
MSME0238,Rajasthan,Jaipur,0,Manufacturing,15,Primary,1,11.0,18033.38,16531.73,,0,-0.08327057933676335,9.799979763963485,9.713036843536,False,True,False,False,False,False,True,False
MSME0239,Gujarat,Surat,1,Agri-Processing,16,Graduate,1,14.0,26031.04,29507.26,,0,0.13354134141394264,10.167044951089823,10.292391613744773,False,False,False,False,True,False,False,False
MSME0240,Rajasthan,Ajmer,0,Manufacturing,4,Graduate,0,4.0,14120.38,15231.7,2023-01-27,0,0.07870326435974113,9.555374422866409,9.631134061459038,False,False,False,False,False,False,True,False
MSME0241,Rajasthan,Jaipur,1,Retail,8,Primary,0,1.0,79569.65,94226.41,2022-03-12,0,0.18420038293495083,11.284388017719202,11.453455782204854,False,True,False,False,False,False,True,False
MSME0242,Maharashtra,Nagpur,0,Manufacturing,9,Primary,0,13.0,29593.05,29292.03,2022-04-26,0,-0.010171982948699119,10.295294815445654,10.285070744350858,False,True,False,False,False,True,False,False
MSME0243,Gujarat,Vadodara,0,Retail,5,Primary,0,6.0,152317.85,143546.14,,0,-0.05758819468630887,11.933724734904565,11.87441179560217,False,True,False,False,True,False,False,False
MSME0244,Gujarat,Rajkot,0,Services,16,Graduate,0,4.0,38749.77,27512.75,,0,-0.28998933413024125,10.564880099280007,10.222404812572169,False,False,False,False,True,False,False,False
MSME0245,Bihar,Gaya,0,Services,13,Unknown,0,5.0,30461.16,32588.33,,0,0.06983220599609476,10.324207708455475,10.391709527806166,False,False,False,True,False,False,False,False
MSME0246,Rajasthan,Jodhpur,1,Manufacturing,7,Primary,0,5.0,28184.93,31592.78,2022-08-04,0,0.12091035883360358,10.24654271692203,10.360683892456581,False,True,False,False,False,False,True,False
MSME0247,Rajasthan,Jodhpur,1,Manufacturing,17,No formal education,0,9.0,29870.9,39550.08,2022-01-05,0,0.32403375860787587,10.304640041322024,10.58532299594976,True,False,False,False,False,False,True,False
MSME0248,Uttar Pradesh,Lucknow,1,Services,3,Primary,0,1.0,39682.16,47450.86,,0,0.1957731131571466,10.588656995401124,10.767449928215242,False,True,False,False,False,False,False,True
MSME0249,Bihar,Patna,1,Manufacturing,5,Unknown,0,13.0,271014.08,294801.15,,0,0.08777060586667676,12.509926054231743,12.594056340239506,False,False,False,True,False,False,False,False
MSME0250,Uttar Pradesh,Kanpur,1,Services,19,Graduate,1,2.0,27692.37,35243.81,2023-03-13,0,0.27269027533576934,10.228912202968225,10.470045189983551,False,False,False,False,False,False,False,True
MSME0251,Uttar Pradesh,Agra,1,Services,12,Primary,0,13.0,28421.96,36447.74,2022-04-27,0,0.28237954032726803,10.254917364790321,10.50363473277107,False,True,False,False,False,False,False,True
MSME0252,Uttar Pradesh,Lucknow,0,Services,7,Primary,0,6.0,38272.05,37433.77,,0,-0.021903190448382202,10.552475143747577,10.530328517172935,False,True,False,False,False,False,False,True
MSME0253,Maharashtra,Nashik,1,Manufacturing,9,Graduate,0,5.0,86874.48,111830.84,,0,0.28726917271907704,11.372219597237669,11.624742651395257,False,False,False,False,False,True,False,False
MSME0254,Maharashtra,Nagpur,0,Manufacturing,6,Graduate,1,11.0,11651.76,11004.73,,0,-0.055530666611739395,9.363212520544849,9.306080459357002,False,False,False,False,False,True,False,False
MSME0255,Uttar Pradesh,Kanpur,0,Agri-Processing,17,Primary,1,7.0,52264.58,53098.97,2022-02-01,0,0.015964731755234603,10.864074173963985,10.879912809678434,False,True,False,False,False,False,False,True
MSME0256,Bihar,Patna,0,Manufacturing,16,Primary,1,3.0,18883.8,19962.84,2022-01-24,0,0.05714104152765868,9.846059690633604,9.901627824313104,False,True,False,False,False,False,False,False
MSME0257,Rajasthan,Jodhpur,1,Services,3,Primary,1,3.0,56535.17,,2023-09-23,1,,10.942618201351646,,False,True,False,False,False,False,True,False
MSME0258,Bihar,Patna,1,Retail,4,Graduate,0,10.0,24464.83,29883.18,,0,0.22147507258378651,10.104991854996854,10.305051059286752,False,False,False,False,False,False,False,False
MSME0259,Gujarat,Vadodara,1,Services,10,No formal education,1,2.0,5748.64,6391.02,2022-08-16,0,0.1117446909181998,8.656718584076588,8.762649159046106,True,False,False,False,True,False,False,False
MSME0260,Maharashtra,Nagpur,1,Manufacturing,5,Graduate,1,13.0,48808.61,62268.82,,0,0.2757753191496336,10.795662010704746,11.039216097951924,False,False,False,False,False,True,False,False
MSME0261,Rajasthan,Jaipur,0,Retail,10,Secondary,0,3.0,48480.45,47877.22,,0,-0.012442747540503356,10.788915902878335,10.776395096165038,False,False,True,False,False,False,True,False
MSME0262,Rajasthan,Jaipur,1,Retail,12,Secondary,1,10.0,22850.67,24782.97,2022-07-21,0,0.08456207192174248,10.0367357175555,10.11791200272268,False,False,True,False,False,False,True,False
MSME0263,Gujarat,Surat,0,Services,10,Unknown,0,1.0,21792.58,20584.54,2023-03-15,0,-0.05543354664752869,9.989324823866719,9.932295587585607,False,False,False,True,True,False,False,False
MSME0264,Gujarat,Vadodara,1,Services,13,Primary,1,5.0,12719.63,17465.31,,0,0.37309890303412935,9.450901748420733,9.767971906868691,False,True,False,False,True,False,False,False
MSME0265,Uttar Pradesh,Kanpur,0,Manufacturing,11,Primary,0,14.0,67405.37,62404.0,,0,-0.07419839101840099,11.11847996731713,11.04138465486714,False,True,False,False,False,False,False,True
MSME0266,Maharashtra,Nashik,0,Retail,16,No formal education,0,12.0,73553.82,83054.29,,0,0.12916351591256559,11.205772662138392,11.327249769336474,True,False,False,False,False,True,False,False
MSME0267,Maharashtra,Pune,1,Services,8,Secondary,1,5.0,17975.4,18324.5,,0,0.019420986459272035,9.796759435470996,9.815994241253001,False,False,True,False,False,True,False,False
MSME0268,Bihar,Gaya,1,Retail,8,Graduate,0,12.0,23577.6,28437.16,2022-12-22,0,0.20610918838219333,10.068052387740824,10.255452019577875,False,False,False,False,False,False,False,False
MSME0269,Uttar Pradesh,Kanpur,1,Manufacturing,8,Secondary,0,11.0,34522.57,40880.41,,0,0.18416473628701466,10.44936859202057,10.6184062541815,False,False,True,False,False,False,False,True
MSME0270,Uttar Pradesh,Lucknow,1,Retail,13,Secondary,0,7.0,223393.98,298552.9,,0,0.33644111627358986,12.316692218074209,12.606702415543772,False,False,True,False,False,False,False,True
MSME0271,Uttar Pradesh,Agra,1,Retail,2,No formal education,1,4.0,56167.71,60365.9,,0,0.07474383413530661,10.936097315601573,11.008179654957093,True,False,False,False,False,False,False,True
MSME0272,Uttar Pradesh,Lucknow,1,Retail,12,Primary,0,3.0,17073.24,17806.94,,0,0.042973682792486784,9.745267604455861,9.78734354793419,False,True,False,False,False,False,False,True
MSME0273,Maharashtra,Nashik,1,Manufacturing,10,No formal education,0,1.0,46305.88,52631.32,,0,0.1366012264533144,10.743024229850954,10.87106665878573,True,False,False,False,False,True,False,False
MSME0274,Maharashtra,Nagpur,1,Retail,12,Secondary,1,12.0,12072.03,16194.06,,0,0.34145292879490846,9.39864648553406,9.69239978731515,False,False,True,False,False,True,False,False
MSME0275,Uttar Pradesh,Agra,1,Manufacturing,11,Graduate,1,8.0,64498.18,67614.84,2022-01-07,0,0.04832167357280463,11.074392285331491,11.12158276456583,False,False,False,False,False,False,False,True
MSME0277,Rajasthan,Jaipur,1,Manufacturing,16,No formal education,1,3.0,139223.15,161063.55,,0,0.15687333607952408,11.843833320526166,11.989554286581853,True,False,False,False,False,False,True,False
MSME0278,Rajasthan,Jaipur,0,Manufacturing,17,Primary,1,13.0,65376.28,71583.91,,0,0.09495232827563765,11.087914780525455,11.178625607024873,False,True,False,False,False,False,True,False
MSME0279,Bihar,Patna,1,Services,2,Unknown,1,2.0,22771.62,,,1,,10.03327030277207,,False,False,False,True,False,False,False,False
MSME0280,Uttar Pradesh,Agra,1,Retail,18,Primary,0,11.0,12826.63,16001.37,2022-01-24,0,0.24751162230453375,9.459278757479588,9.680429622556307,False,True,False,False,False,False,False,True
MSME0281,Maharashtra,Nagpur,0,Manufacturing,12,Graduate,0,4.0,11847.07,10619.82,2023-11-18,0,-0.10359101448712636,9.379835858606164,9.27047734549975,False,False,False,False,False,True,False,False
MSME0282,Rajasthan,Jaipur,1,Retail,19,Graduate,0,3.0,3846.91,4359.11,,0,0.13314582353109375,8.255025507625499,8.380023187065667,False,False,False,False,False,False,True,False
MSME0283,Gujarat,Surat,1,Retail,18,Secondary,0,13.0,63264.82,78230.64,2023-05-25,0,0.23655832736108315,11.055084687444259,11.267416665650392,False,False,True,False,True,False,False,False
MSME0284,Gujarat,Vadodara,1,Manufacturing,17,Primary,0,1.0,33447.48,33897.06,2022-05-20,0,0.013441371367887638,10.417731726395582,10.431083563943936,False,True,False,False,True,False,False,False
MSME0285,Bihar,Patna,1,Manufacturing,6,Primary,0,3.0,75159.89,88002.76,,0,0.17087398611147508,11.227372989981893,11.385123456604878,False,True,False,False,False,False,False,False
MSME0286,Uttar Pradesh,Kanpur,1,Agri-Processing,15,No formal education,0,12.0,113825.88,146803.74,,0,0.2897219858963531,11.642425191339361,11.89685187167726,True,False,False,False,False,False,False,True
MSME0287,Rajasthan,Jodhpur,1,Manufacturing,3,Primary,0,7.0,39337.14,47381.68,2022-08-16,0,0.20450241171574754,10.57992438975786,10.765990935083313,False,True,False,False,False,False,True,False
MSME0288,Uttar Pradesh,Kanpur,0,Agri-Processing,6,Primary,0,8.0,40813.54,37872.41,,0,-0.07206260471402376,10.61676916808309,10.541978157635173,False,True,False,False,False,False,False,True
MSME0289,Rajasthan,Jodhpur,1,Retail,3,Secondary,1,6.0,25047.86,33179.71,2022-09-08,0,0.3246524852821757,10.128543673722017,10.409693823501296,False,False,True,False,False,False,True,False
MSME0290,Bihar,Gaya,1,Retail,1,Secondary,0,9.0,27532.78,33747.34,2022-03-21,0,0.2257149477822435,10.223132573786716,10.426656878379811,False,False,True,False,False,False,False,False
MSME0291,Bihar,Muzaffarpur,1,Retail,13,No formal education,0,8.0,65041.18,60881.7,,0,-0.06395148427503934,11.082775886738542,11.0166879159302,True,False,False,False,False,False,False,False
MSME0292,Gujarat,Surat,0,Retail,14,Primary,1,10.0,31586.97,34316.85,,0,0.08642424392083183,10.360499972766606,10.443391766172779,False,True,False,False,True,False,False,False
MSME0293,Uttar Pradesh,Agra,1,Manufacturing,13,No formal education,0,3.0,28135.68,30507.29,,0,0.08429190266593878,10.244793800759599,10.325720950429078,True,False,False,False,False,False,False,True
MSME0294,Gujarat,Surat,1,Services,4,No formal education,1,5.0,35787.23,41964.28,,0,0.1726048649196933,10.485346404844204,10.644574059214971,True,False,False,False,True,False,False,False
MSME0295,Uttar Pradesh,Agra,1,Retail,7,Graduate,1,7.0,73796.32,93420.27,2022-08-06,0,0.26592044156131356,11.209064144846643,11.444863624225333,False,False,False,False,False,False,False,True
MSME0296,Gujarat,Vadodara,0,Agri-Processing,10,No formal education,0,5.0,20865.88,19719.09,2023-06-04,0,-0.05496005919711993,9.945870568028917,9.88934248104724,True,False,False,False,True,False,False,False
MSME0297,Maharashtra,Pune,1,Services,7,Primary,1,8.0,34433.22,,,1,,10.446777075049885,,False,True,False,False,False,True,False,False
MSME0298,Maharashtra,Pune,1,Retail,15,No formal education,0,12.0,44188.61,58467.61,,0,0.32313756870831645,10.69622234254973,10.97622820467155,True,False,False,False,False,True,False,False
MSME0299,Maharashtra,Nashik,1,Retail,15,Graduate,0,5.0,91874.38,117960.01,2023-10-21,0,0.28392714051512496,11.428177488193048,11.678100947703708,False,False,False,False,False,True,False,False
MSME0300,Maharashtra,Nashik,0,Retail,4,Secondary,0,1.0,29988.3,29726.63,2022-04-10,0,-0.008725736370517777,10.308562584574513,10.29979855605218,False,False,True,False,False,True,False,False
MSME0301,Rajasthan,Jaipur,1,Retail,6,Primary,0,7.0,20450.06,25524.61,2023-05-09,0,0.24814352622926283,9.925741095451974,10.14739836377804,False,True,False,False,False,False,True,False
MSME0302,Maharashtra,Nashik,1,Retail,5,Secondary,1,4.0,24649.48,27299.81,2022-05-09,0,0.10752072660356331,10.11251108391364,10.214635021441872,False,False,True,False,False,True,False,False
MSME0303,Bihar,Muzaffarpur,0,Manufacturing,12,Secondary,0,6.0,84326.04,85143.75,,0,0.009697004626329025,11.342445993088306,11.35209628351437,False,False,True,False,False,False,False,False
